Teff,BCj,BCv,BC_Gp,U_Gp,B_Gp,Gp_V,Gp_Rc,Gp_Ic,Gp_T,Bp_Gp,Gp_Rp,Gp_J,Gp_H,Gp_K,BCje,BCve,BC_Gpe,U_Gpe,B_Gpe,Gp_Ve,Gp_Rce,Gp_Ice,Gp_Te,Bp_Gpe,Gp_Rpe,Gp_Je,Gp_He,Gp_Ke
27150.0,-3.272,-2.619,-2.593,-1.304,-0.235,-0.026,-0.145,-0.304,-0.276,-0.151,-0.29,-0.679,-0.79,-0.882,0.017,0.016,0.017,0.01,0.0,0.001,0.0,0.001,0.0,0.001,0.001,0.0,0.001,0.001
27200.0,-3.267,-2.613,-2.586,-1.313,-0.236,-0.027,-0.145,-0.305,-0.276,-0.152,-0.29,-0.68,-0.791,-0.884,0.015,0.013,0.014,0.011,0.0,0.001,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.001
27250.0,-3.278,-2.623,-2.597,-1.308,-0.236,-0.026,-0.145,-0.305,-0.277,-0.152,-0.291,-0.68,-0.792,-0.885,0.019,0.018,0.02,0.012,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001
27300.0,-3.291,-2.635,-2.609,-1.306,-0.236,-0.026,-0.146,-0.306,-0.277,-0.152,-0.291,-0.681,-0.793,-0.886,0.012,0.012,0.013,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
27350.0,-3.288,-2.631,-2.605,-1.314,-0.237,-0.027,-0.146,-0.306,-0.278,-0.152,-0.291,-0.683,-0.794,-0.888,0.018,0.016,0.017,0.012,0.0,0.002,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.001
27400.0,-3.29,-2.632,-2.606,-1.316,-0.237,-0.027,-0.146,-0.307,-0.278,-0.153,-0.292,-0.684,-0.796,-0.889,0.017,0.015,0.017,0.012,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
27450.0,-3.303,-2.644,-2.618,-1.311,-0.237,-0.026,-0.146,-0.307,-0.279,-0.153,-0.292,-0.684,-0.797,-0.89,0.015,0.015,0.016,0.009,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001
27500.0,-3.309,-2.65,-2.624,-1.313,-0.237,-0.026,-0.147,-0.308,-0.279,-0.153,-0.293,-0.685,-0.797,-0.891,0.011,0.01,0.011,0.009,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001
27550.0,-3.308,-2.647,-2.62,-1.315,-0.238,-0.027,-0.147,-0.308,-0.28,-0.153,-0.293,-0.686,-0.799,-0.892,0.018,0.017,0.019,0.011,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
27600.0,-3.313,-2.652,-2.625,-1.319,-0.238,-0.027,-0.147,-0.309,-0.28,-0.153,-0.294,-0.687,-0.8,-0.894,0.015,0.013,0.015,0.01,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
27650.0,-3.322,-2.66,-2.634,-1.317,-0.238,-0.027,-0.148,-0.309,-0.28,-0.153,-0.294,-0.688,-0.801,-0.895,0.014,0.015,0.016,0.009,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001
27700.0,-3.326,-2.663,-2.636,-1.318,-0.238,-0.027,-0.148,-0.31,-0.281,-0.154,-0.295,-0.689,-0.802,-0.896,0.016,0.016,0.018,0.01,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001
27750.0,-3.334,-2.67,-2.643,-1.318,-0.239,-0.027,-0.148,-0.31,-0.281,-0.154,-0.295,-0.69,-0.803,-0.897,0.012,0.012,0.013,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
27800.0,-3.334,-2.67,-2.643,-1.323,-0.239,-0.027,-0.148,-0.311,-0.282,-0.154,-0.295,-0.691,-0.804,-0.899,0.014,0.014,0.015,0.01,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
27850.0,-3.344,-2.679,-2.652,-1.319,-0.239,-0.027,-0.149,-0.311,-0.282,-0.154,-0.296,-0.692,-0.805,-0.9,0.012,0.012,0.013,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
27900.0,-3.345,-2.679,-2.652,-1.323,-0.239,-0.027,-0.149,-0.312,-0.282,-0.154,-0.296,-0.693,-0.806,-0.901,0.017,0.016,0.017,0.009,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
27950.0,-3.35,-2.683,-2.656,-1.326,-0.24,-0.027,-0.149,-0.312,-0.283,-0.155,-0.297,-0.694,-0.807,-0.902,0.014,0.014,0.015,0.01,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28000.0,-3.354,-2.686,-2.659,-1.327,-0.24,-0.027,-0.149,-0.313,-0.283,-0.155,-0.297,-0.695,-0.808,-0.903,0.014,0.013,0.014,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
28050.0,-3.363,-2.695,-2.668,-1.324,-0.24,-0.027,-0.15,-0.313,-0.284,-0.155,-0.298,-0.695,-0.809,-0.904,0.012,0.012,0.013,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
28100.0,-3.368,-2.699,-2.672,-1.325,-0.241,-0.027,-0.15,-0.314,-0.284,-0.155,-0.298,-0.696,-0.81,-0.905,0.012,0.012,0.013,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28150.0,-3.369,-2.699,-2.671,-1.33,-0.241,-0.028,-0.15,-0.314,-0.284,-0.155,-0.298,-0.697,-0.812,-0.907,0.012,0.012,0.012,0.009,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28200.0,-3.373,-2.702,-2.675,-1.332,-0.241,-0.028,-0.15,-0.314,-0.285,-0.156,-0.299,-0.698,-0.812,-0.908,0.012,0.012,0.013,0.009,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28250.0,-3.382,-2.711,-2.683,-1.328,-0.241,-0.027,-0.151,-0.315,-0.285,-0.156,-0.299,-0.699,-0.813,-0.909,0.012,0.012,0.013,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28300.0,-3.392,-2.72,-2.693,-1.329,-0.242,-0.027,-0.151,-0.315,-0.286,-0.156,-0.3,-0.7,-0.814,-0.91,0.007,0.007,0.007,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28350.0,-3.385,-2.712,-2.684,-1.337,-0.242,-0.028,-0.151,-0.316,-0.286,-0.156,-0.3,-0.701,-0.816,-0.912,0.008,0.007,0.008,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28400.0,-3.397,-2.723,-2.695,-1.333,-0.242,-0.028,-0.151,-0.316,-0.286,-0.156,-0.3,-0.701,-0.816,-0.912,0.01,0.011,0.012,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28450.0,-3.405,-2.73,-2.703,-1.332,-0.242,-0.027,-0.151,-0.317,-0.287,-0.156,-0.301,-0.702,-0.817,-0.913,0.008,0.008,0.009,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28500.0,-3.409,-2.734,-2.706,-1.334,-0.243,-0.028,-0.152,-0.317,-0.287,-0.156,-0.301,-0.703,-0.818,-0.914,0.008,0.008,0.009,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28550.0,-3.407,-2.731,-2.703,-1.338,-0.243,-0.028,-0.152,-0.318,-0.288,-0.157,-0.302,-0.704,-0.82,-0.916,0.011,0.011,0.012,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28600.0,-3.412,-2.734,-2.706,-1.338,-0.243,-0.028,-0.152,-0.318,-0.288,-0.157,-0.302,-0.705,-0.82,-0.917,0.012,0.011,0.011,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28650.0,-3.423,-2.746,-2.718,-1.336,-0.243,-0.028,-0.152,-0.319,-0.288,-0.157,-0.302,-0.705,-0.821,-0.917,0.008,0.007,0.008,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28700.0,-3.429,-2.751,-2.723,-1.338,-0.244,-0.028,-0.153,-0.319,-0.289,-0.157,-0.303,-0.706,-0.822,-0.919,0.008,0.007,0.008,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28750.0,-3.426,-2.747,-2.718,-1.343,-0.244,-0.028,-0.153,-0.32,-0.289,-0.158,-0.303,-0.707,-0.823,-0.92,0.009,0.009,0.009,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28800.0,-3.431,-2.75,-2.722,-1.344,-0.244,-0.029,-0.153,-0.32,-0.29,-0.158,-0.303,-0.708,-0.824,-0.921,0.01,0.01,0.01,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28850.0,-3.442,-2.762,-2.734,-1.341,-0.244,-0.028,-0.153,-0.32,-0.29,-0.158,-0.304,-0.708,-0.825,-0.921,0.007,0.007,0.007,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28900.0,-3.448,-2.767,-2.739,-1.342,-0.244,-0.028,-0.154,-0.321,-0.29,-0.158,-0.304,-0.709,-0.826,-0.923,0.007,0.007,0.007,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
28950.0,-3.447,-2.765,-2.736,-1.346,-0.245,-0.029,-0.154,-0.321,-0.291,-0.158,-0.305,-0.71,-0.827,-0.924,0.011,0.011,0.012,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29000.0,-3.45,-2.767,-2.738,-1.35,-0.245,-0.029,-0.154,-0.322,-0.291,-0.159,-0.305,-0.712,-0.828,-0.926,0.009,0.008,0.009,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29050.0,-3.461,-2.778,-2.75,-1.345,-0.245,-0.028,-0.154,-0.322,-0.291,-0.158,-0.305,-0.711,-0.828,-0.925,0.007,0.007,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29100.0,-3.466,-2.782,-2.754,-1.347,-0.245,-0.028,-0.154,-0.322,-0.292,-0.159,-0.306,-0.712,-0.829,-0.927,0.006,0.006,0.007,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29150.0,-3.471,-2.786,-2.757,-1.349,-0.246,-0.029,-0.155,-0.323,-0.292,-0.159,-0.306,-0.713,-0.831,-0.928,0.007,0.008,0.008,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29200.0,-3.467,-2.781,-2.752,-1.354,-0.246,-0.029,-0.155,-0.323,-0.292,-0.159,-0.306,-0.715,-0.832,-0.93,0.007,0.006,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
29250.0,-3.48,-2.794,-2.765,-1.349,-0.246,-0.029,-0.155,-0.323,-0.293,-0.159,-0.307,-0.714,-0.832,-0.929,0.008,0.008,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29300.0,-3.485,-2.798,-2.77,-1.351,-0.246,-0.029,-0.155,-0.324,-0.293,-0.159,-0.307,-0.715,-0.833,-0.931,0.006,0.006,0.006,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29350.0,-3.486,-2.799,-2.77,-1.353,-0.246,-0.029,-0.155,-0.324,-0.293,-0.159,-0.308,-0.716,-0.834,-0.932,0.009,0.01,0.011,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002
29400.0,-3.485,-2.797,-2.768,-1.359,-0.247,-0.03,-0.156,-0.325,-0.294,-0.16,-0.308,-0.718,-0.836,-0.934,0.004,0.004,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
29450.0,-3.498,-2.81,-2.781,-1.353,-0.247,-0.029,-0.156,-0.325,-0.294,-0.16,-0.308,-0.717,-0.835,-0.933,0.005,0.006,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29500.0,-3.503,-2.814,-2.786,-1.355,-0.247,-0.029,-0.156,-0.325,-0.294,-0.16,-0.308,-0.718,-0.836,-0.935,0.005,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29550.0,-3.508,-2.819,-2.79,-1.355,-0.247,-0.029,-0.156,-0.326,-0.295,-0.16,-0.309,-0.719,-0.837,-0.936,0.005,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29600.0,-3.504,-2.813,-2.783,-1.361,-0.248,-0.03,-0.157,-0.326,-0.295,-0.16,-0.309,-0.721,-0.839,-0.938,0.006,0.005,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29650.0,-3.515,-2.823,-2.794,-1.358,-0.248,-0.029,-0.157,-0.327,-0.295,-0.16,-0.309,-0.721,-0.839,-0.937,0.01,0.01,0.011,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29700.0,-3.523,-2.831,-2.802,-1.358,-0.248,-0.029,-0.157,-0.327,-0.296,-0.16,-0.31,-0.721,-0.84,-0.938,0.005,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29750.0,-3.524,-2.831,-2.802,-1.359,-0.248,-0.029,-0.157,-0.327,-0.296,-0.161,-0.31,-0.722,-0.841,-0.939,0.008,0.009,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29800.0,-3.528,-2.834,-2.805,-1.362,-0.248,-0.03,-0.157,-0.328,-0.296,-0.161,-0.311,-0.723,-0.842,-0.941,0.008,0.009,0.009,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29850.0,-3.527,-2.833,-2.803,-1.366,-0.249,-0.03,-0.158,-0.328,-0.297,-0.161,-0.311,-0.724,-0.843,-0.942,0.005,0.005,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29900.0,-3.542,-2.847,-2.818,-1.361,-0.248,-0.029,-0.158,-0.328,-0.297,-0.161,-0.311,-0.724,-0.843,-0.942,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
29950.0,-3.543,-2.848,-2.818,-1.363,-0.249,-0.03,-0.158,-0.329,-0.297,-0.161,-0.311,-0.724,-0.843,-0.943,0.007,0.008,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30000.0,-3.548,-2.853,-2.823,-1.364,-0.249,-0.03,-0.158,-0.329,-0.298,-0.161,-0.312,-0.725,-0.844,-0.943,0.006,0.006,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30050.0,-3.546,-2.849,-2.819,-1.37,-0.249,-0.03,-0.158,-0.33,-0.298,-0.162,-0.312,-0.727,-0.846,-0.946,0.005,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30100.0,-3.559,-2.863,-2.833,-1.365,-0.249,-0.03,-0.158,-0.33,-0.298,-0.162,-0.312,-0.726,-0.846,-0.945,0.004,0.004,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30150.0,-3.561,-2.864,-2.834,-1.367,-0.249,-0.03,-0.158,-0.33,-0.298,-0.162,-0.312,-0.727,-0.847,-0.946,0.006,0.006,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30200.0,-3.567,-2.869,-2.839,-1.367,-0.25,-0.03,-0.159,-0.33,-0.299,-0.162,-0.313,-0.728,-0.847,-0.947,0.005,0.004,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
30250.0,-3.57,-2.871,-2.841,-1.37,-0.25,-0.03,-0.159,-0.331,-0.299,-0.162,-0.313,-0.729,-0.848,-0.948,0.008,0.008,0.009,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30300.0,-3.567,-2.867,-2.836,-1.374,-0.25,-0.031,-0.159,-0.331,-0.299,-0.163,-0.314,-0.73,-0.85,-0.95,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30350.0,-3.579,-2.88,-2.849,-1.37,-0.25,-0.03,-0.159,-0.331,-0.3,-0.162,-0.314,-0.73,-0.85,-0.949,0.005,0.005,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30400.0,-3.585,-2.885,-2.855,-1.371,-0.25,-0.03,-0.159,-0.332,-0.3,-0.162,-0.314,-0.731,-0.851,-0.95,0.004,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
30450.0,-3.589,-2.888,-2.857,-1.372,-0.25,-0.03,-0.16,-0.332,-0.3,-0.163,-0.314,-0.731,-0.851,-0.951,0.006,0.006,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30500.0,-3.587,-2.885,-2.854,-1.378,-0.251,-0.031,-0.16,-0.333,-0.301,-0.163,-0.315,-0.733,-0.853,-0.953,0.003,0.003,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30550.0,-3.597,-2.895,-2.865,-1.375,-0.251,-0.03,-0.16,-0.333,-0.301,-0.163,-0.315,-0.733,-0.853,-0.953,0.005,0.005,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30600.0,-3.603,-2.9,-2.87,-1.375,-0.251,-0.03,-0.16,-0.333,-0.301,-0.163,-0.315,-0.733,-0.854,-0.954,0.003,0.003,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30650.0,-3.607,-2.904,-2.874,-1.375,-0.251,-0.03,-0.16,-0.333,-0.301,-0.163,-0.315,-0.734,-0.854,-0.954,0.003,0.004,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30700.0,-3.609,-2.905,-2.875,-1.377,-0.251,-0.031,-0.16,-0.334,-0.302,-0.163,-0.316,-0.734,-0.855,-0.956,0.007,0.007,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30750.0,-3.609,-2.905,-2.874,-1.381,-0.252,-0.031,-0.161,-0.334,-0.302,-0.164,-0.316,-0.736,-0.857,-0.957,0.006,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30800.0,-3.62,-2.915,-2.885,-1.377,-0.251,-0.03,-0.161,-0.334,-0.302,-0.163,-0.316,-0.735,-0.856,-0.957,0.004,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30850.0,-3.624,-2.919,-2.889,-1.378,-0.252,-0.031,-0.161,-0.334,-0.302,-0.164,-0.317,-0.736,-0.857,-0.958,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30900.0,-3.628,-2.922,-2.891,-1.381,-0.252,-0.031,-0.161,-0.335,-0.303,-0.164,-0.317,-0.737,-0.858,-0.959,0.005,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
30950.0,-3.63,-2.923,-2.892,-1.384,-0.252,-0.031,-0.161,-0.335,-0.303,-0.164,-0.317,-0.738,-0.86,-0.961,0.006,0.006,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31000.0,-3.635,-2.928,-2.897,-1.382,-0.252,-0.031,-0.161,-0.335,-0.303,-0.164,-0.317,-0.738,-0.859,-0.96,0.006,0.005,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31050.0,-3.641,-2.933,-2.902,-1.383,-0.252,-0.031,-0.162,-0.336,-0.303,-0.164,-0.318,-0.739,-0.86,-0.961,0.004,0.005,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
31100.0,-3.646,-2.938,-2.907,-1.383,-0.252,-0.031,-0.162,-0.336,-0.304,-0.164,-0.318,-0.739,-0.861,-0.962,0.004,0.004,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31150.0,-3.648,-2.94,-2.909,-1.384,-0.253,-0.031,-0.162,-0.336,-0.304,-0.164,-0.318,-0.74,-0.862,-0.963,0.005,0.006,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31200.0,-3.653,-2.944,-2.913,-1.386,-0.253,-0.031,-0.162,-0.337,-0.304,-0.165,-0.319,-0.741,-0.863,-0.964,0.004,0.004,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31250.0,-3.658,-2.948,-2.917,-1.387,-0.253,-0.031,-0.162,-0.337,-0.305,-0.165,-0.319,-0.742,-0.863,-0.965,0.004,0.004,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31300.0,-3.662,-2.952,-2.921,-1.387,-0.253,-0.031,-0.162,-0.337,-0.305,-0.165,-0.319,-0.742,-0.863,-0.965,0.003,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31350.0,-3.667,-2.956,-2.924,-1.387,-0.253,-0.031,-0.162,-0.337,-0.305,-0.165,-0.319,-0.742,-0.864,-0.966,0.004,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31400.0,-3.67,-2.959,-2.927,-1.388,-0.253,-0.031,-0.163,-0.338,-0.305,-0.165,-0.32,-0.743,-0.865,-0.967,0.005,0.005,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31450.0,-3.674,-2.962,-2.93,-1.39,-0.253,-0.031,-0.163,-0.338,-0.306,-0.165,-0.32,-0.744,-0.866,-0.968,0.005,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31500.0,-3.679,-2.966,-2.935,-1.39,-0.254,-0.031,-0.163,-0.338,-0.306,-0.165,-0.32,-0.744,-0.866,-0.968,0.003,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
31550.0,-3.684,-2.971,-2.939,-1.39,-0.254,-0.031,-0.163,-0.339,-0.306,-0.165,-0.32,-0.745,-0.867,-0.969,0.005,0.005,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31600.0,-3.688,-2.974,-2.942,-1.391,-0.254,-0.031,-0.163,-0.339,-0.306,-0.166,-0.321,-0.745,-0.868,-0.97,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31650.0,-3.69,-2.976,-2.944,-1.394,-0.254,-0.032,-0.163,-0.339,-0.307,-0.166,-0.321,-0.746,-0.869,-0.971,0.005,0.005,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31700.0,-3.695,-2.98,-2.949,-1.393,-0.254,-0.032,-0.164,-0.34,-0.307,-0.166,-0.321,-0.746,-0.869,-0.971,0.004,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
31750.0,-3.698,-2.983,-2.952,-1.394,-0.254,-0.032,-0.164,-0.34,-0.307,-0.166,-0.321,-0.747,-0.87,-0.972,0.003,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31800.0,-3.704,-2.988,-2.957,-1.395,-0.254,-0.032,-0.164,-0.34,-0.307,-0.166,-0.322,-0.748,-0.871,-0.973,0.003,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
31850.0,-3.708,-2.992,-2.96,-1.395,-0.254,-0.032,-0.164,-0.34,-0.308,-0.166,-0.322,-0.748,-0.871,-0.974,0.002,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31900.0,-3.709,-2.992,-2.96,-1.398,-0.255,-0.032,-0.164,-0.341,-0.308,-0.166,-0.322,-0.749,-0.872,-0.975,0.004,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
31950.0,-3.716,-2.999,-2.967,-1.397,-0.255,-0.032,-0.164,-0.341,-0.308,-0.166,-0.322,-0.749,-0.872,-0.975,0.003,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
32000.0,-3.72,-3.002,-2.97,-1.398,-0.255,-0.032,-0.164,-0.341,-0.308,-0.167,-0.323,-0.75,-0.873,-0.976,0.003,0.004,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
32050.0,-3.725,-3.007,-2.975,-1.398,-0.255,-0.032,-0.164,-0.341,-0.308,-0.167,-0.323,-0.75,-0.874,-0.976,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32100.0,-3.728,-3.01,-2.978,-1.399,-0.255,-0.032,-0.165,-0.342,-0.309,-0.167,-0.323,-0.751,-0.874,-0.977,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32150.0,-3.731,-3.012,-2.98,-1.401,-0.255,-0.032,-0.165,-0.342,-0.309,-0.167,-0.323,-0.752,-0.875,-0.978,0.005,0.005,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32200.0,-3.736,-3.017,-2.985,-1.4,-0.255,-0.032,-0.165,-0.342,-0.309,-0.167,-0.324,-0.752,-0.876,-0.979,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32250.0,-3.74,-3.02,-2.987,-1.402,-0.255,-0.032,-0.165,-0.342,-0.309,-0.167,-0.324,-0.752,-0.876,-0.979,0.003,0.003,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32300.0,-3.746,-3.025,-2.993,-1.402,-0.256,-0.032,-0.165,-0.343,-0.31,-0.167,-0.324,-0.753,-0.877,-0.98,0.003,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32350.0,-3.751,-3.03,-2.998,-1.402,-0.256,-0.032,-0.165,-0.343,-0.31,-0.167,-0.324,-0.754,-0.877,-0.981,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
